node,count,degree
business economics,1,0
nubank,1,0
gcash,1,0
fintech’s,1,0
low income group,1,0
randomized controlled experiment,1,0
causal mediation analysis,1,0
life insurance market development,1,0
default risks,1,0
public trust,1,0
social media meme investors,1,0
skilled migrants,1,0
unskilled migrants,1,0
blockchain interoperability,1,0
cross-chain communications,1,0
personal finance management app,1,0
behavioral traits,1,0
crypto ownership,1,0
net interest margin,1,0
cost-to-income ratio,1,0
income mix,1,0
abnormal fintech,1,0
savings destination,1,0
ethics of care,1,0
economic rights,1,0
senior citizen,1,0
disease risk,1,0
perceived regulatory support,1,0
importance-performance analysis,1,0
lending decisions,1,0
borrowers’ behavior,1,0
social condition,1,0
business correspondents and facilitators,1,0
evolution,1,0
rural egypt,1,0
transaction tracking,1,0
investor behavior,2,0
advisory information sources,1,0
alternative data sources,1,0
social media analytics,1,0
tri,1,0
marginalized groups,1,0
leadership skills,1,0
margin trading,1,0
esg framework,1,0
socially responsible investing,1,0
confirmation bias,1,0
herding behavior,1,0
latin america and the caribbean,2,0
ics,1,0
dea-malmquist,1,0
firm characteristics,3,0
safe,1,0
alternative financing,1,0
heckman,1,0
term policy,1,0
cash value,1,0
cryptocurrency adoption,1,0
e-commerce adoption,1,0
online sales,1,0
online purchases,1,0
account information services,1,0
payment service directive 2,1,0
air-pollution,1,0
life-satisfaction,1,0
integrated landscape management,1,0
landscape finance assessment framework,1,0
resilient landscape,1,0
rural landscape,2,0
non-agricultural entrepreneurship,1,0
mediating effects,1,0
spatial spillover effects,1,0
coupling coordination relationship,1,0
mathematical modelling,1,0
control strategy,1,0
dynamic system,1,0
pso–ga–rf,1,0
ahm–fce,1,0
rural labor market,1,0
gini–oob importance,1,0
low and middle-income countries,1,0
unmet needs,1,0
metastatic breast cancer,1,0
dptr,1,0
north african countries,1,0
family financial fragility,1,0
semi-arid environment,1,0
sustainable livelihoods framework,1,0
vslas,1,0
central and eastern european countries,1,0
banking sector economics,1,0
angolan banking sector,1,0
digital financial risks,1,0
behavioral theories,1,0
old age anxiety,1,0
bank’s risk-taking,1,0
intermediary,1,0
quickcash,1,0
secure payment systems,1,0
core enterprise,1,0
unified modeling language,1,0
management platforms,1,0
internet of things technologies,1,0
internet of thing finance,1,0
internet of things finance,1,0
cash usage,1,0
socialization agents,1,0
entrepreneurship in chile,1,0
gender asset gap,1,0
third-sector organizations,1,0
child development accounts (cdas),1,0
structural balance,1,0
dynamic shift-share model,1,0
development balance,1,0
bank client,1,0
laboratory method,1,0
business service,2,0
private sector participation,1,0
asset quality,1,0
economic-development,2,0
targeted poverty reduction,1,0
smes sustainable performance,1,0
resource use,1,0
analytical method,1,0
accuracy assessment,1,0
mobile-based money service,1,0
artificial neural networks (ann),1,0
traditional banks,1,0
fesg,1,0
market conditions,2,0
healthcare utilization,1,0
entrepreneurial environment,1,0
sustainable solutions,1,0
pharmacy network,1,0
castilla y leon,1,0
avila [castilla y leon],1,0
vulnerable rural areas,1,0
avila [avila (prv)],1,0
elderly population,1,0
sustainable access to cash,1,0
carbon footprint calculator,1,0
heating,1,0
greenhouse gas,1,0
detection method,1,0
hydrocarbon entrapment,1,0
sustainable mountain development,1,0
socioeconomic disaster risks,1,0
value in use approach,1,0
qualitative meta-synthesis (qms),1,0
innovative solution,1,0
discounted cash flows,1,0
market value,1,0
probability of default,1,0
rural green credit investigation,1,0
greenspace,1,0
design method,1,0
panel vecm,1,0
digital mapping,1,0
digital financial,2,0
mat,1,0
central bank of jordan,1,0
cash-less payment,1,0
payment behavior,2,0
global alliance for banking on values,1,0
ethical banking,3,0
poverty alleviation banking,1,0
atomic,1,0
swap,1,0
investor’s intention,1,0
vendors,1,0
street vending,1,0
cali,1,0
traders,1,0
revenue mobilisation,1,0
mobilization,1,0
scanning electron microscopy,1,0
agricultural green total factor productivity,1,0
agricultural industrial structure optimization,1,0
structural effect,1,0
istanbul,1,0
emissions trading,1,0
underlying constructs,1,0
blue-collar migrant workers: financial empowerment,1,0
villagers,1,0
digital entrepreneurial willingness and behavior,1,0
reputation mechanism,1,0
number of investors,1,0
henan,1,0
alabama,1,0
proactive personality,1,0
south west region,1,0
littoral [cameroon],1,0
buea,1,0
family wealth,1,0
exhaust emission,1,0
pm2.5 emission,1,0
particulate matter,1,0
over-consumption,1,0
leverage ratio,1,0
khyber-pakhtunkhwa,1,0
pakistani farmers,1,0
agronomy,1,0
effective stress,1,0
heterogeneity effect,1,0
intermediation effect,1,0
rural industrial prosperity,1,0
profit driven and risk aversion,1,0
business probability frontier,1,0
bank behavior,1,0
unemployment rate,1,0
cost of war,1,0
civil war,1,0
extension services,2,0
urban policy,1,0
china’s financial market,1,0
large private capital’s behavioral logic,1,0
digital inclusive finance (dif),2,0
smart city policy (scp),1,0
digital financial inclusion index (dfii),1,0
bibliography,1,0
zhejiang,2,0
variance analysis,1,0
key influencing factors,1,0
gender development index,1,0
gender-based financial inclusion,1,0
markov chain,1,0
quantile standardization,1,0
imbalance and insufficiency,1,0
weighted dagum gini coefficient,1,0
marketing communication,1,0
msmes performance,2,0
northeastern region,1,0
chaiyaphum,1,0
key success factors,1,0
group management,1,0
green fintech,1,0
digital service,1,0
the line city,1,0
pioneering,1,0
poverty-alleviation,1,0
pyramid markets,1,0
empirical-analysis,2,0
financial poverty reduction,1,0
peer-to-peer credit,1,0
fha,1,0
loan-to-value caps,1,0
quasi-natural experiment,1,0
political connection,1,0
environmental protection investment,1,0
high technology industry,1,0
firm financing constraints,1,0
propensity to save,1,0
model of the family,1,0
business insurance,1,0
human interest spending,1,0
national planning,2,0
armenia [west asia],1,0
cooperative principles and values,1,0
macro data,1,0
data quality,1,0
rural loan availability,1,0
cultural consumption,1,0
payment convenience,1,0
ecuadorian banking industry,1,0
farmer household income,1,0
johansen cointegration,1,0
environmental education,1,0
green business,1,0
environmental innovation,1,0
environmental consciousness,1,0
sdg2,1,0
entitlements,1,0
millet,1,0
differentiation,1,0
formal financial markets,1,0
farmers income,1,0
temporal trade-offs,1,0
resource-based enterprises (rbes),1,0
sustainable transformation,1,0
technological transformation,1,0
green transition,1,0
new quality productive forces (nqpfs),1,0
data panel,1,0
platform,1,0
network structure,1,0
sustainability tpb,1,0
sustainability theories,1,0
sustainable consumer behavior,1,0
tax policies,1,0
sustainability theory of planned behavior,1,0
government spending efficiency,1,0
yangtze river delta,1,0
fiscal pressure,1,0
government spending,1,0
educational leadership,1,0
digital intensity,1,0
product cost management,1,0
unemployment reduction,1,0
macroeconomic policies,1,0
loan-to-deposit rate,1,0
financial inclusive,1,0
domestic credit,1,0
innovation quality,1,0
absorptive capacity,1,0
enterprise financialization,1,0
enterprise innovation performance,1,0
periurban teachers,1,0
positivism research paradigm,1,0
east and southern africa,1,0
digital finance and income uncertainty,1,0
liquidity limitations,1,0
exchange rate volatility,2,0
foreign exchange market,1,0
inclusion mapping,1,0
social learning,1,0
empirical literature,1,0
whatsapp,1,0
binary logistic regression models,1,0
consumer survey,1,0
window 10 taxonomy,1,0
tax evasions,2,0
windows 10 taxonomy,1,0
windows operating system,1,0
digital wallet address,1,0
digital forensic,1,0
computer forensics,1,0
digital artifacts,1,0
financial affairs,1,0
regression models,1,0
online loans,2,0
social-networking,1,0
knowledge gaps,1,0
"use, risk aversion",1,0
risk avoidance,1,0
social networking sites,1,0
network usage,1,0
social networking site,1,0
racial configuration of the economy,1,0
women's power,1,0
class dimension,1,0
working time,1,0
"depression, anxiety and stress scale",1,0
oldenburg burnout inventory,1,0
psychological burnout,1,0
exhaustion,1,0
psychological stress,1,0
non banking financial company,1,0
risk mitigation trap,1,0
access and usage of banking services,1,0
wroclaw taxonomy method,1,0
agricultural households,1,0
non-institutional,1,0
liabilities,1,0
distress work,1,0
farm labour,1,0
money lenders,1,0
financial literacy score,1,0
access and control,1,0
bayesian vector autoregression,1,0
entrepreneurial self efficacy,1,0
actual usage,1,0
rural people,1,0
direct benefit transfer in lpg subsidy,1,0
performance expectancy and risk,1,0
scanning,1,0
cyber-threats,1,0
website intrusions,1,0
banking branch outlets,1,0
business correspondences,1,0
un,1,0
artisans,1,0
financial inclusi & oacute,1,0
global findex index,1,0
process integration,1,0
processes integrations,1,0
uk construction industry,1,0
potential values,1,0
legal reforms,1,0
financial attitude jel classification: d14,1,0
smallholder and women farmers,1,0
agricultural financing,1,0
farmers’ attitude,1,0
transportation apps,1,0
transaction graph,1,0
spatio-temporal data,1,0
cycle enumeration,1,0
financial fraud detection,1,0
temporal cycle,1,0
graph theory,1,0
concurrency,1,0
farm productivity,1,0
agricultural loans,1,0
national strategy,1,0
moderating,1,0
intellectual capital,1,0
attitude towards insurance,1,0
augmented dickey-fuller (adf),1,0
economic vulnerabilities,1,0
employing an autoregressive distributed lag (ardl),1,0
digital wallet adoption,1,0
rewards,1,0
convenience,1,0
resources based theory,1,0
consensus mechanism,1,0
corresponding solutions,1,0
distributed structures,1,0
mathematical algorithms,1,0
problems and challenges,1,0
trust-building mechanisms,1,0
jan dhan yojana,2,0
for-profit microfinance institutions,1,0
labor-market opportunities,1,0
northern bangladesh,1,0
wife's responsibilities,1,0
quantum entanglement,1,0
teleportation,1,0
protocol cans,1,0
quantum communication,1,0
single-particle,1,0
identity information,1,0
quantum walk,1,0
quantum optics,1,0
communication channels (information theory),1,0
particle beams,1,0
entangled state,1,0
quantum chemistry,1,0
single particles,1,0
quantum cryptography,1,0
quantum computers,1,0
photons,1,0
iron deficiency anemia (ida),2,0
iron supplements,2,0
information and communication technologies.,1,0
sustainable business performance,1,0
and culinary busines,1,0
transformation capability,1,0
entrepreneurial marketing,1,0
group lending model,1,0
hawkers,1,0
interpretive structural modeling,1,0
bank financing,2,0
slovakia,2,0
carbon efficiency,1,0
green technological innovation,1,0
rain,1,0
environmental sanitation,1,0
solar radiation,1,0
temperature,1,0
humidity,1,0
disease transmission,1,0
"coronavirus disease-19, chi-squared automatic interaction detector",1,0
finclusion index,1,0
currency backing,1,0
global reserve currency,1,0
digital fiat currency,1,0
topics: wealth management,1,0
legal/regulatory/public policy,1,0
small and medium-sized businesses,1,0
improved,1,0
mobile finance and banking,1,0
equator,1,0
latin america's new left,1,0
action research,1,0
development efficiency,1,0
development aid,1,0
financial alliances,1,0
bangla-pesa,1,0
temporal variation,1,0
oligopoly,1,0
abuse of dominant position,1,0
competitors,1,0
banking for the poor,1,0
alanning,1,0
personal financial literacy,1,0
high school students,1,0
descriptive,1,0
banked consumers,1,0
multi-criteria decision models,1,0
ism,1,0
fuzzy dematel,1,0
heterogeneous effect,1,0
demand side,1,0
digital monetary system,1,0
monetary innovation,1,0
emember states,1,0
regional impacts,1,0
key trends,1,0
fake check prevention,1,0
agents technology,1,0
smart agent technology,1,0
industrial applications,1,0
intelligent agents,1,0
wireless communications,1,0
wireless communication,1,0
smart agent technologies,1,0
smart agents,1,0
mobile-computing,1,0
fake cheque prevention,1,0
belgium,1,0
charleroi,1,0
full-cost recovery pricing,1,0
water consumption,1,0
hainaut,1,0
pricing policy,1,0
social credit,2,0
improved information,1,0
monetary hocks,1,0
collateral reform,1,0
accelerator,1,0
balanced scorecards,1,0
private enterprise,2,0
sustainable impacts,2,0
long-term investment,1,0
multi-national corporations,1,0
embedded innovations,2,0
utaut models,1,0
operating condition,1,0
multilaterals,2,0
mobile device security,2,0
service access,3,2
systemic views,1,0
soft systems,1,0
cross sectors,1,0
anthropogenic,1,0
supreme court,1,0
virtual addresses,1,0
objectoriented programming (oop),1,0
object oriented programming,1,0
simple method,1,0
virtual address space,1,0
abstraction level,1,0
object reference,1,0
security checks,1,0
language constructs,1,0
remote computers,1,0
current balance,1,0
adoption model,2,0
s models,2,0
image enhancement,2,0
geographics,1,0
primary sources,1,0
economic benefits,1,0
telecommunications industry,1,0
telecommunication industry,2,0
consumer-centric,1,0
mobile markets,1,0
mobile values,1,0
branch number,1,0
random processes,1,0
substitution effect,1,0
regression equation,1,0
cooperative strategy,1,0
service marketing,1,0
decision-making optimization,1,0
resource distribution,1,0
secure data managements,1,0
intelligent decision-making,1,0
decision process,1,0
critical challenges,1,0
decentralized identification,1,0
research models,1,0
vulnerable communities,1,0
entrepreneurship programs,1,0
operational modeling,1,0
behavioral interventions,1,0
digital innovations,2,0
digital-learning,1,0
learning tool,1,0
digital environment,2,0
system framework,1,0
financial reporting,1,0
reporting standards,1,0
reduce costs,3,0
lean production,1,0
lean six sigma,1,0
process engineering,1,0
