source,target,weight
services,perceived risk,5
services,model,3
services,remittances,4
services,africa,3
services,intention,6
services,acceptance,5
services,determinants,7
services,trust,3
services,usage,3
services,poor,3
economic-growth,panel-data,7
economic-growth,income inequality,5
economic-growth,poverty reduction,3
economic-growth,access,6
economic-growth,remittances,4
economic-growth,ict,5
economic-growth,foreign direct-investment,3
economic-growth,impact,9
economic-growth,inequality,6
economic-growth,determinants,3
world bank,africa,3
financing constraints,digital inclusive finance,5
financing constraints,china,7
financing constraints,spatiotemporal analysis,3
financing constraints,panel data,3
access to finance,developing countries,6
access to finance,business development,4
access to finance,africa,4
access to finance,accessibility,9
access to finance,small and medium-sized enterprise,8
access to finance,developing world,9
access to finance,growth,4
access to finance,systematic review,3
access to finance,smes,11
access to finance,emerging markets,3
access to finance,development,3
access to finance,rural development,4
access to finance,resource-based view,3
access to finance,crowdfunding,3
access to finance,firm performance,5
access to finance,social capital,3
access to finance,informal sector,3
access to finance,thailand,3
access to finance,business,3
access to finance,variable selection,3
access to finance,south africa,4
access to finance,women entrepreneurs,5
access to finance,pakistan,3
access to finance,investment,3
access to finance,entrepreneurial finance,3
access to finance,women entrepreneurship,4
access to finance,india,3
public sector,private sector,3
saving,access,3
saving,credit,4
saving,savings,8
governance approach,institutional framework,4
governance approach,developing world,4
governance approach,governance,5
governance approach,educational development,3
governance approach,consumption behavior,3
governance approach,africa,3
governance approach,accessibility,3
small and medium-sized enterprise,smes,6
small and medium-sized enterprise,business development,3
small and medium-sized enterprise,accessibility,7
small and medium-sized enterprise,developing world,10
small and medium-sized enterprise,industrial investment,7
small and medium-sized enterprise,european union,3
small and medium-sized enterprise,china,5
small and medium-sized enterprise,experimental study,3
small and medium-sized enterprise,digitization,3
small and medium-sized enterprise,uganda,4
small and medium-sized enterprise,bangladesh,3
small and medium-sized enterprise,sme lending,3
small and medium-sized enterprise,capital market,3
small and medium-sized enterprise,risk assessment,3
small and medium-sized enterprise,industrial development,3
small and medium-sized enterprise,entrepreneur,3
credit scoring model,machine-learning,3
credit scoring model,big data,3
credit scoring model,machine learning,3
credit scoring model,credit scoring,4
credit scoring model,credit risks,3
smes,microfinance banks,3
smes,business,3
smes,policy,3
smes,performance,5
smes,growth,5
smes,south africa,3
smes,credit,3
institutional framework,microfinance institutions,6
institutional framework,perception,3
institutional framework,institutions,3
institutional framework,africa,3
institutional framework,uganda,3
institutional framework,developing world,10
institutional framework,rural finance,3
institutional framework,informal sector,3
institutional framework,accessibility,4
microfinance institutions,determinants,3
microfinance institutions,performance,5
microfinance institutions,credit,4
microfinance institutions,social performance,3
regression analysis,econometrics,3
regression analysis,panel data,4
regression analysis,social inclusion,5
regression analysis,quantile regression,6
regression analysis,technology diffusion,4
regression analysis,household survey,3
regression analysis,informal sector,3
regression analysis,sustainable development goal,3
regression analysis,electronic commerce,3
regression analysis,social media,3
regression analysis,method of moments,3
regression analysis,developing countries,6
regression analysis,inclusive innovation,3
regression analysis,tobit regression,3
regression analysis,developing world,3
regression analysis,risk assessment,4
regression analysis,india,4
regression analysis,principal component analysis,3
regression analysis,information systems,4
regression analysis,investment,4
regression analysis,information use,3
regression analysis,social networking (online),3
bibliometric analysis,literature review,5
bibliometric analysis,vosviewer,6
bibliometric analysis,sdgs,3
bibliometric analysis,bibliometrics analysis,9
bibliometric analysis,research areas,4
bibliometric analysis,content analysis,5
bibliometric analysis,research trends,4
bibliometric analysis,systematic literature review,5
bibliometric analysis,scopus database,4
bibliometric analysis,systematic review,3
bibliometric analysis,scopus,3
literature review,systematic review,3
literature review,literature reviews,3
literature review,meta-analysis,4
literature review,developing world,5
literature review,social inclusion,3
financial development,india,6
financial development,principal component analysis,4
financial development,technology,5
financial development,remittances,9
financial development,carbon dioxide,3
financial development,china,4
financial development,remittance,4
financial development,impact,4
financial development,inequality,4
financial development,technology adoption,3
financial development,growth,4
financial development,income inequality,7
financial development,africa,4
financial development,developing countries,3
financial development,developing world,4
financial development,accessibility,3
financial development,financial access,3
